platform,developer,releasedate,metascore
PC,Deep Red,24-Sep-01,85
PS2,EA Sports,15-Oct-01,85
PC,Maxis,12-Nov-01,85
GBA,Full-Fat,25-Nov-01,85
PS2,Bullfrog Productions,26-Mar-01,84
PS2,LucasArts,19-Feb-01,84
GBA,Capcom,30-Oct-01,84
PC,Sonalysts,12-Sep-01,84
PS,Kronos Digital Entertainment,21-Feb-01,84
XBOX,KCET,20-Dec-01,84
N64,Edge of Reality,21-Aug-01,84
PS2,Rainbow Studios,5-Nov-01,84
GBA,Vicarious Visions,19-Sep-01,84
GBA,Nintendo,10-Jun-01,84
PC,Kuju Entertainment,31-May-01,84
GBA,Digital Eclipse,10-Jun-01,84
PC,Impressions Games,25-Jun-01,84
PS2,LucasArts,18-Jun-01,84
PS2,Paradigm Entertainment,24-Sep-01,84
PS2,Capcom,21-Aug-01,84
GBA,Sonic Team,10-Jun-01,84
PC,Sony Online Entertainment,2-Dec-01,83
DC,Smilebit,23-Jan-01,83
PC,Codemasters,13-Feb-01,83
GC,Acclaim,27-Nov-01,83
XBOX,EA Sports,18-Nov-01,83
PC,Particle Systems,22-Aug-01,83
PC,Presto Studios,8-May-01,83
PS2,Harmonix Music Systems,19-Nov-01,83
PS2,EA Sports,1-Oct-01,83
PC,Enlight Software,16-Dec-01,82
PC,Bugbear,20-Nov-01,82
GBA,MTO,8-Jun-01,82
PS2,Konami,12-Mar-01,82
PS2,EA Sports,1-Nov-01,82
DC,Hitmaker,28-May-01,82
PC,14 Degrees East,14-Mar-01,82
PC,Liquid Entertainment,7-Nov-01,82
XBOX,EA Tiburon,14-Nov-01,82
PS2,Rainbow Studios,5-Feb-01,82
GBA,Sun-Tec,26-Sep-01,82
GBA,David A. Palmer Productions,28-Oct-01,81
PS2,Monster Games Inc.,18-Jun-01,81
GC,EA Sports,21-Nov-01,81
PS,EA Canada,30-Oct-01,81
PS2,Namco,1-Oct-01,81
PC,Piranha Bytes,23-Nov-01,81
PC,Troika Games,22-Aug-01,81
PC,FireFly Studios,21-Oct-01,81
PC,Flying Lab Software,18-Sep-01,81
PC,Stainless Steel Studios,12-Nov-01,81
PS,EA Sports,1-Nov-01,81
DC,Visual Concepts,13-Sep-01,81
PS2,Acclaim,21-Aug-01,81
PS2,Capcom,6-Nov-01,81
PS2,"Z-Axis, Ltd.",27-Aug-01,81
PS2,Black Ops Entertainment,5-Feb-01,81
PS2,Crystal Dynamics,31-Oct-01,80
GBA,Crawfish Interactive,27-Nov-01,80
PC,Red Storm Entertainment,13-Nov-01,80
PC,Fever Pitch Studios,14-Aug-01,80
DC,Hudson,30-Oct-01,80
DC,Capcom,16-May-01,80
PS2,BioWare,26-Mar-01,80
PC,Turbine Inc.,4-Nov-01,80
PS,Shaba Games,14-May-01,80
GBA,Spike,10-Jun-01,80
DC,Treyarch,19-Apr-01,80
PS2,Rockstar Toronto,6-Dec-01,80
XBOX,Oddworld Inhabitants,6-Nov-01,80
PC,Stardock,14-Jul-01,80
PC,Microsoft Game Studios,18-Jul-01,80
PS2,Level 5,28-May-01,80
PC,BreakAway Games,25-Mar-01,80
GC,Nintendo,17-Nov-01,80
DC,Sonic Team,24-Sep-01,80
PC,Rage Software,13-Jun-01,80
PS2,Acclaim Studios Cheltenham,14-May-01,80
PC,EA Sports,14-Oct-01,79
XBOX,Microsoft Game Studios,14-Nov-01,79
PC,TimeGate Studios,5-Nov-01,79
GBA,Mass Media,12-Jul-01,79
PC,Westwood Studios,12-Jun-01,79
PC,Rowan Software Ltd.,31-Jan-01,79
PS2,Digital Mayhem,20-Dec-01,79
PC,NetDevil,23-Sep-01,79
PS2,Zed Two Limited,9-Jan-01,79
PC,Nexon,21-Aug-01,79
GBA,Mass Media,10-Jun-01,79
GC,Midway,17-Nov-01,79
DC,Team 17,3-Jun-01,79
PS2,Arc System Works,30-Sep-01,79
XBOX,Black Box,14-Nov-01,79
GBA,Atlus Co.,10-Jun-01,79
GBA,Capcom,13-Dec-01,79
PS2,Criterion Games,1-Nov-01,79
GBA,Capcom,30-Oct-01,79
PS2,Omega Force,26-Nov-01,78
PS2,Konami,5-Mar-01,78
GBA,Mobile 21,12-Nov-01,78
PS,Namco,10-Sep-01,78
PC,Liquid Edge Games,14-May-01,78
XBOX,Monster Games Inc.,14-Nov-01,78
PC,Cyberlore Studios,31-Oct-01,78
N64,BudCat,12-Sep-01,78
PS2,Idol Minds,21-May-01,78
PS2,From Software,30-Apr-01,78
PC,Taldren,1-Jul-01,78
DC,Visual Concepts,29-Aug-01,78
N64,HAL Labs,28-Mar-01,78
PC,EA Sports,7-Feb-01,78
PC,Volition Inc.,17-Sep-01,78
PS,Heart Beat,31-Oct-01,78
PS2,Black Box,24-Sep-01,78
GBA,KCEK,10-Jun-01,78
PC,Volition Inc.,21-Mar-01,78
GC,Nintendo,17-Nov-01,78
PC,Spellbound,23-Jul-01,78
DC,Takumi Corporation,30-Apr-01,78
PS2,KCEJ,26-Mar-01,78
XBOX,Indie Built,19-Nov-01,78
GC,"Z-Axis, Ltd.",17-Nov-01,78
XBOX,Treyarch,14-Nov-01,78
PS,Tose Software,16-May-01,78
PS2,SCE Santa Monica,14-Oct-01,77
PC,Nival Interactive,12-Nov-01,77
GBA,Rage Software,30-Oct-01,77
PC,EA Sports,29-Oct-01,77
PS,Darkworks,18-Jun-01,77
PS2,Jester Interactive,19-May-01,77
PS2,Rockstar San Diego,30-Oct-01,77
PS2,Tecmo,24-Sep-01,77
DC,SNK,6-Aug-01,77
PC,Ion Storm,27-Jun-01,77
PS2,Acclaim Studios Austin,12-Mar-01,77
PC,"Crystal Dynamics, Nixxes Software",20-Nov-01,77
PC,Clever's Development,3-Dec-01,77
GBA,Taito Corporation,27-Nov-01,77
PS2,Konami,16-Apr-01,77
XBOX,Rockstar San Diego,14-Nov-01,76
PC,"Ascaron Entertainment GmbH, Ascaron Entertainment",8-Oct-01,76
PS2,Pacific Coast Power & Light,3-Jul-01,76
PS,Capcom,1-Feb-01,76
GBA,Tecmo,28-Nov-01,76
PC,3DO,14-Mar-01,76
PS,EA Sports,12-Mar-01,76
XBOX,"Z-Axis, Ltd.",28-Nov-01,76
PS2,Victor Interactive Software,22-Nov-01,76
GBA,Digital Fiction,11-Oct-01,76
DC,Wow Entertainment,21-Aug-01,76
PS,Traveller's Tales,5-Mar-01,76
PS,989 Sports,7-May-01,76
PS2,3DO,26-Mar-01,76
DC,Sega,9-Aug-01,76
PS2,Genki,28-May-01,76
DC,Sega,31-Jan-01,76
PS2,Genki,17-Dec-01,76
PS2,Yuke's,18-Nov-01,76
PC,MumboJumbo,30-Oct-01,76
PC,Sports Mogul,31-Mar-01,76
DC,Neverland,26-Feb-01,76
XBOX,Electronic Arts,18-Nov-01,76
XBOX,Secret Level,26-Nov-01,76
DC,Darkworks,24-Sep-01,75
PS2,From Software,20-Aug-01,75
GBA,Torus Games,6-Nov-01,75
PS2,Atari,13-Aug-01,75
PS2,3DO,23-Mar-01,75
PS2,New,5-Nov-01,75
PC,LucasArts,11-Nov-01,75
PC,TopWare Interactive,11-Mar-01,75
PC,Sega,23-Sep-01,75
PC,Bullfrog Productions,29-Jan-01,75
PC,Introversion,9-Oct-01,75
PC,Cryo Interactive,24-Oct-01,75
DC,Runecraft,11-Sep-01,75
PC,Team 17,16-Jun-01,75
PC,Rebel Act Studios,19-Feb-01,75
PS2,EA Sports,12-Mar-01,74
PS2,Stormfront Studios,26-Feb-01,74
PC,Digital Eclipse,9-Jul-01,74
PS2,EA Sports,22-Jan-01,74
PC,NovaLogic,12-Nov-01,74
PC,Black Isle Studios,19-Feb-01,74
PC,Maxis,26-Mar-01,74
PC,Blue Byte,30-Jul-01,74
PC,Nival Interactive,17-Apr-01,74
PC,GSC Game World,14-Apr-01,74
PS,Vicarious Visions,19-Oct-01,74
XBOX,Pacific Coast Power & Light,6-Dec-01,74
PS,Konami,17-Sep-01,74
GBA,Digital Eclipse,29-Oct-01,74
GBA,Pukka Games,1-Jul-01,74
N64,Hudson,6-May-01,74
GBA,Konami Computer Entertainment Hawaii,24-Nov-01,73
PC,EA Games,29-Oct-01,73
PS2,Studio Liverpool,24-Sep-01,73
PS2,Midway,1-May-01,73
GBA,RFX Interactive,15-Oct-01,73
PS2,Creative Assembly,16-Jul-01,73
PS,Sony Bend,5-Nov-01,73
DC,Sega AM2,24-Jul-01,73
PS,Eurocom Entertainment Software,14-Jun-01,73
PC,Bungie,28-Jan-01,73
PS2,Sacnoth,11-Dec-01,73
PS,Koei,13-Aug-01,73
PC,Gray Matter,23-Oct-01,73
PC,neo Software,1-Jul-01,73
PS,Infogrames,27-Sep-01,72
PC,Core Design Ltd.,8-Oct-01,72
PS2,Treasure,23-Apr-01,72
PS2,Mass Media,4-Dec-01,72
PS,Paradox Development,17-Sep-01,72
PC,Funcom,26-Jun-01,72
GBA,Game Titan,10-Jun-01,72
PS2,EA Redwood Shores,13-Nov-01,72
PC,GRIN,22-Oct-01,71
PC,Capcom,16-Apr-01,71
PC,Ultimation Inc.,5-Nov-01,71
PC,Charybdis,26-Oct-01,71
PS2,Core Design Ltd.,22-Oct-01,71
PS2,Koei,26-Sep-01,71
PS,Flying Tiger Development,20-Jun-01,71
PC,Cyberlore Studios,22-Mar-01,71
PS2,Eighting/Raizing,25-Jun-01,71
PC,Boku Strategy Games,29-Jul-01,71
PS2,Lucas Learning,23-Apr-01,71
GBA,Kemco,27-Dec-01,71
PC,Reality Pump,16-Oct-01,71
PC,EA Sports,20-Aug-01,71
PC,Gearbox Software,11-Jun-01,71
XBOX,Stormfront Studios,25-Dec-01,71
XBOX,Radical Entertainment,12-Nov-01,71
N64,Newcom,8-Apr-01,71
GBA,Ninai Games,29-Nov-01,71
PC,Object,14-Mar-01,71
GBA,HotGen,19-Nov-01,71
PS2,Tecmo,20-Aug-01,71
PS2,Racjin,19-Dec-01,70
PS2,Electronic Arts,29-Oct-01,70
DC,Takumi Corporation,16-May-01,70
DC,Runecraft,24-Jul-01,70
PC,Joe's Games,14-May-01,70
PS,Funcom,30-Jan-01,70
PS2,Rockstar San Diego,24-Aug-01,70
GC,Ubisoft Montreal,17-Nov-01,70
XBOX,Blitz Games,14-Nov-01,70
GBA,"Asmik Ace Entertainment, Inc",30-Oct-01,70
XBOX,Ubisoft Montreal,18-Dec-01,70
PC,The Bitmap Brothers,14-Jun-01,70
PC,Fireglow,22-Aug-01,70
PS2,Zener Works,1-Oct-01,70
GBA,Konami Computer Entertainment Nagoya,28-Aug-01,70
PC,Buka Entertainment,16-May-01,70
PC,Reflexive Entertainment,9-Oct-01,70
DC,Hitmaker,14-May-01,70
PS2,Paradigm Entertainment,30-Oct-01,69
GC,Acclaim,17-Nov-01,69
PC,Frog City Software,17-Sep-01,69
PC,Fireglow,23-Jan-01,69
PC,Terminal Reality,30-Oct-01,69
GBA,Titus Software,16-Oct-01,69
PS,Black Box,2-Oct-01,69
GBA,Starfish,5-Dec-01,69
PS,Konami,8-Oct-01,69
PC,Ratbag,1-Jun-01,69
PC,Rage Software,30-Jul-01,69
PC,Hypnotix,31-Mar-01,69
PC,Invictus,5-Feb-01,69
PS2,Rockstar Toronto,29-Jan-01,69
PC,Electronic Arts,26-Mar-01,69
PC,"3000AD, Inc.",18-Nov-01,68
GBA,Ubisoft Montreal,30-Oct-01,68
PS2,Tecmo,22-Mar-01,68
GBA,Rebellion,28-Sep-01,68
PC,Canal+ Multimedia,11-Feb-01,68
PS,Attention To Detail,2-Jan-01,68
PC,Gigawatt Studios,30-Sep-01,68
PC,Gray Matter,17-Sep-01,68
PC,Click Entertainment,24-Sep-01,68
GBA,Crawfish Interactive,28-Nov-01,68
PS2,Ubisoft,15-Oct-01,68
PC,Attention To Detail,4-Oct-01,68
DC,Xicat Interactive,7-Feb-01,68
PC,Blue Fang Games,17-Oct-01,68
PS,Clockwork Games,5-Feb-01,68
DC,SNK,10-May-01,67
DC,Marionette,6-Feb-01,67
PC,HistWar,18-Dec-01,67
PS2,Barnhouse Effect,21-Aug-01,67
GBA,Planet Interactive,6-Dec-01,67
GBA,Virtucraft,2-Sep-01,67
PS,"Z-Axis, Ltd.",21-May-01,67
PS2,Cattle Call,29-Nov-01,67
PS2,Acclaim,5-Sep-01,67
GC,Radical Entertainment,17-Dec-01,67
PC,Red Storm Entertainment,31-Oct-01,67
PS2,Deep Space,23-Jul-01,67
PS2,Radical Entertainment,26-Nov-01,67
DC,Sega,22-May-01,67
PC,Revolution Software,25-Mar-01,67
PC,Massive Development,19-Nov-01,67
GC,Acclaim,17-Nov-01,66
PC,Super X Studios,10-Sep-01,66
PC,Anim-X,31-Jul-01,66
PC,Spiral House,25-Jun-01,66
PS2,Traveller's Tales,29-Oct-01,66
PS2,DreamFactory,5-Mar-01,66
DC,Titanium Studios,8-Aug-01,66
PS,3DO,14-Mar-01,66
PS2,Omega Force,27-Mar-01,66
GBA,Altron,21-Nov-01,66
XBOX,Pseudo Interactive,14-Nov-01,65
XBOX,Crystal Dynamics,14-Nov-01,65
PC,Mad Doc Software,12-Nov-01,65
GBA,Konami,10-Sep-01,65
PC,Xilam,21-Feb-01,65
PC,MicroProse,18-Apr-01,65
PC,JoWooD Entertainment AG,16-Jul-01,65
PS2,Wow Entertainment,14-Nov-01,65
GBA,Virtucraft,26-Sep-01,65
DC,Eurocom Entertainment Software,13-Feb-01,65
PC,KnowWonder,15-Nov-01,65
PS2,Treasure,28-Aug-01,65
PC,Rage Software,2-May-01,65
PS,Capcom,4-Dec-01,65
PS2,Konami,2-Dec-01,65
GBA,3d6 Games,5-Sep-01,65
PC,Stormregion,19-Nov-01,65
PC,Microids,18-Nov-01,65
PS,Artificial Mind and Movement,30-Oct-01,65
PS2,Core Design Ltd.,15-Oct-01,65
PS2,KCET,18-Sep-01,64
PS2,New World Computing,18-Apr-01,64
PS2,Dearsoft,13-Nov-01,64
PC,Reflexive Entertainment,19-Mar-01,64
PS2,Bizarre Creations,3-Jun-01,64
GBA,Griptonite Games,15-Nov-01,64
DC,Wow Entertainment,18-Jul-01,64
DC,Xilam,28-Jun-01,64
PS2,Fox Interactive,24-Nov-01,64
GBA,Pipe Dream Interactive,13-Aug-01,64
PS,Argonaut Games,15-Nov-01,64
XBOX,Rockstar San Diego,14-Nov-01,64
PS,Coyote Developments,4-Nov-01,64
PS2,Terminal Reality,26-Feb-01,64
DC,Visual Concepts,30-Jul-01,64
PC,Gizmo,10-Jun-01,64
GBA,Helixe,15-Nov-01,64
PS2,Eurocom Entertainment Software,26-Feb-01,63
PS2,Titus Software,21-Oct-01,63
PS,"Activision, Traveller's Tales",24-Sep-01,63
PS2,Syscom,17-Jul-01,63
PS,Psikyo,27-Mar-01,63
DC,X-Ray Interactive,13-Feb-01,63
PS,989 Sports,6-Aug-01,62
PC,Raven Software,9-May-01,62
PS,Capcom,30-Sep-01,62
PS2,Light Weight,3-Jan-01,62
GBA,Natsume,18-Nov-01,62
PS2,Konami,13-Feb-01,62
PS,Max Five,20-Dec-01,62
PC,Shrapnel Games,29-Jul-01,62
PS2,Opus,26-Nov-01,62
GBA,Mobius Entertainment,16-Sep-01,62
PC,"Funatics Development GmbH, Funatics Software, Funatics",31-Jul-01,62
PC,Akella,1-Feb-01,62
GBA,Artoon,30-May-01,61
PS,Argonaut Games,15-Mar-01,61
PC,Sabotage Studio,14-Feb-01,61
PC,Sabotage Studio,14-Feb-01,61
PC,Sabotage Studio,30-Aug-18,83
PC,Sabotage Studio,30-Aug-18,83
XBOX,KCE Studios,14-Nov-01,61
PC,TalonSoft,1-Aug-01,61
XBOX,Fox Interactive,1-Dec-01,61
GC,Ubisoft Montreal,17-Nov-01,61
DC,Crazy Games,16-Apr-01,61
PC,Human Head Studios,26-Apr-01,61
PC,Altar Interactive,3-Dec-01,61
PS2,Acclaim Studios Cheltenham,14-Nov-01,61
GBA,Digital Eclipse,25-Sep-01,61
DC,Hitmaker,10-Aug-01,61
PS2,Krome Studios,22-Oct-01,61
PC,Microids,16-Sep-01,61
PC,Hothouse Creations,5-Jun-01,61
GBA,Sennari Interactive,27-Nov-01,60
PC,Digital Extremes,21-Mar-01,60
PC,"Titus Software, X-Ray Interactive",20-Feb-01,60
DC,Digital Eclipse,2-Jul-01,60
PC,Carapace,19-May-01,60
PS2,Ubisoft,14-Nov-01,59
N64,Capcom,10-Jan-01,59
PS2,Pipe Dream Interactive,11-Nov-01,59
PC,Take-Two Interactive,26-Jul-01,59
PC,Microids,17-Jul-01,59
PC,MASA Group,31-Oct-01,59
XBOX,Terminal Reality,14-Nov-01,59
PS2,Beyond Games,20-Jun-01,59
PC,Blitz Games,14-Jan-01,59
PS2,Hot-B,29-Jun-01,59
PS2,3DO,27-Jun-01,59
PS,Runecraft,1-Nov-01,59
PC,NCSOFT,24-Oct-01,59
PC,Continuum,19-Mar-01,59
PC,Phantagram,18-Jan-01,59
PS2,Lucky Chicken,30-Sep-01,58
PS2,Attention Software,27-Sep-01,58
PC,GameSquad,11-Oct-01,58
PC,Treyarch,4-Mar-01,58
PC,In Utero,2-Jan-01,58
GBA,Warthog,30-Dec-01,58
PS2,Cave,1-Oct-01,58
PS2,Gratuitous Games,25-May-01,58
PC,Magitech,14-Nov-01,58
PS2,KCEO,13-Aug-01,58
XBOX,LucasArts,19-Dec-01,58
GBA,Natsume,27-Nov-01,58
DC,Capcom,13-Sep-01,58
GBA,Pipe Dream Interactive,10-Jun-01,58
PS,Delphine Software International,28-Jan-01,58
PS2,Bandai,6-Aug-01,58
PS2,Exakt,22-Oct-01,57
GBA,KCEO,29-Nov-01,57
PC,JoWooD Entertainment AG,28-Feb-01,57
PS2,THQ,26-Sep-01,57
PC,Attention To Detail,9-Feb-01,57
PC,Cornered Rat,4-Jun-01,57
PC,"Holistic Design, Inc.",30-Apr-01,57
GBA,Konami,26-Nov-01,57
PC,Stormfront Studios,28-Sep-01,57
PC,Microids,24-Sep-01,57
GBA,Midway,30-May-01,57
PC,Fragile Bits,22-Jan-01,57
XBOX,Inland Productions,15-Nov-01,57
PS2,989 Sports,5-Feb-01,57
GBA,DC Studios,10-Jun-01,57
PC,Nfusion,31-Oct-01,56
GBA,GameVision,28-Aug-01,56
DC,Treyarch,30-May-01,56
PC,Magic Lantern,20-Nov-01,56
PC,Zono Inc.,12-May-01,55
DC,CRI,28-Feb-01,55
PS2,Acclaim,3-Dec-01,55
PC,GSC Game World,24-Nov-01,55
PC,Maximum Charisma,31-Oct-01,55
PC,Cat Daddy Games,31-May-01,55
DC,MASA Group,15-Dec-01,55
PS,Rebellion,30-Nov-01,55
PS2,Escape,29-Jan-01,55
GBA,Digital Eclipse,13-Nov-01,54
PS2,3DO,20-Mar-01,54
PS,UDS,21-May-01,54
PC,LucasArts,11-Mar-01,54
PS2,989 Sports,19-Feb-01,54
GBA,Torus Games,30-Nov-01,54
PC,Action Forms Ltd.,15-Jan-01,54
PC,Crosscut Games,3-Oct-01,53
PS,989 Sports,1-Sep-01,53
N64,H2O Interactive,14-Mar-01,53
PS,Toolbox Design,6-Mar-01,53
GC,Acclaim,14-Dec-01,53
PC,Creature Labs,31-Oct-01,53
PC,3DO,18-Jun-01,53
PC,Random Games Inc.,7-Jun-01,53
PC,Silver Style,26-Nov-01,53
GBA,Shin'en,29-May-01,53
GBA,Graphic State,30-Nov-01,53
PS2,Human Head Studios,28-Jul-01,53
PS2,Metro3D,8-Jul-01,53
PS,Atod AB,30-Sep-01,53
PS2,3DO,10-Sep-01,53
N64,Terraglyph Interactive Studios,1-Mar-01,53
GBA,Titus Software,11-Dec-01,52
PC,Cat Daddy Games,15-Dec-01,52
PS2,989 Sports,12-Nov-01,52
PS,Artificial Mind and Movement,1-Apr-01,52
XBOX,Adrenium,25-Nov-01,52
PS2,Pipe Dream Interactive,6-Dec-01,52
PS,Incognito Inc.,26-Nov-01,51
PS,Bandai,28-Jun-01,51
PC,Xpiral,30-Nov-01,51
PS2,Red Zone Entertainment,3-Dec-01,51
GBA,Angel Studios,14-Nov-01,50
PS2,3DO,27-Nov-01,50
PC,Data Becker,14-Jan-01,50
PC,Zombie Studios,17-May-01,50
PS,Jellyvision,11-Jun-01,50
PS2,Team 17,13-Nov-01,49
PS2,3DO,17-Mar-01,49
XBOX,Digital Illusions,14-Nov-01,49
PS2,Acclaim,16-Jan-01,49
PC,WideScreen Games,14-Dec-01,48
PS2,KCEJ,9-Jul-01,48
PS,Runecraft,29-Apr-01,48
PC,Hypnotix,14-Aug-01,48
GBA,Midway,22-Nov-01,48
PC,Rival Interactive,24-Sep-01,48
PC,Sunstorm Interactive,24-Jun-01,48
PC,Running Dog,15-May-01,48
PS,Blue Shift,27-Mar-01,47
PC,Activision,2-Oct-01,47
DC,Ubisoft,9-Aug-01,46
GBA,Fluid Studios,14-Dec-01,46
DC,Ecole,5-Aug-01,46
PC,Sunstorm Interactive,20-May-01,46
PC,Syrox Developments,31-Jan-01,46
PS2,Inland Productions,17-Sep-01,45
PC,Exakt,30-Oct-01,45
GBA,Kemco,9-Jul-01,45
PS2,Kush Games,25-Mar-01,44
PS2,Blitz Games,3-Oct-01,44
PS2,3DO,26-Dec-01,44
PC,Ubisoft,13-Aug-01,44
GBA,Konami Computer Entertainment Hawaii,16-Jul-01,44
PS2,Stormfront Studios,4-Dec-01,43
PS,Bandai,19-May-01,42
PC,Visiware Studios,19-Sep-01,41
PC,Gabriel Interactive,1-Apr-01,41
PC,Heavy Iron Studios,28-Mar-01,40
DC,Attention To Detail,13-Feb-01,40
PS2,3DO,25-Mar-01,39
GBA,Sennari Interactive,2-Sep-01,39
GC,Kemco,18-Dec-01,39
PS2,Bam Entertainment,6-Nov-01,38
GBA,OutLook Entertainment,17-Sep-01,37
PS2,Broadsword Interactive,9-Oct-01,36
PS2,Acclaim,15-Nov-01,35
PC,In Utero,9-Oct-01,34
PS,Deibus Studios,9-Jul-01,34
PS,Ubisoft Shanghai,1-Apr-01,33
GBA,Virtucraft,12-Dec-01,33
PS2,Konami,18-Nov-01,32
XBOX,Light Weight,19-Nov-01,32
PS,Big Ape Productions,12-Apr-01,32
PS,VIS Entertainment,8-Nov-01,30
PC,Artematica,27-Nov-01,27
PC,Techland,14-Feb-01,27
PS,Wildfire Studios,25-Apr-01,26
PC,Magic Lantern,12-Nov-01,26
GC,Retro Studios,17-Nov-02,97
PS2,Rockstar North,27-Oct-02,95
GBA,Capcom,3-Dec-02,95
PS2,EA Sports,12-Aug-02,95
PS2,Neversoft Entertainment,23-Oct-02,94
PS2,Sega AM2,17-Mar-02,94
XBOX,Neversoft Entertainment,4-Mar-02,93
XBOX,Ubisoft Montreal,17-Nov-02,93
PC,"DMA Design, Rockstar North",20-May-02,93
PS2,Visual Concepts,12-Aug-02,93
GC,Visual Concepts,21-Aug-02,92
GC,Silicon Knights,23-Jun-02,92
PC,Blizzard Entertainment,3-Jul-02,92
PC,Maxis,15-Sep-02,92
GC,EA Sports,12-Aug-02,92
GBA,Nintendo,9-Feb-02,92
XBOX,EA Tiburon,12-Aug-02,92
GC,Nintendo,25-Aug-02,92
GBA,Nintendo,17-Nov-02,92
PC,Headgate,31-Oct-02,92
GC,Neversoft Entertainment,23-Oct-02,91
GC,Capcom,30-Apr-02,91
PS2,EA Sports,20-Jul-02,91
GBA,Nintendo,24-Sep-02,91
GC,EA Sports,20-Jul-02,91
PC,BioWare,16-Jun-02,91
PC,Monolith Productions,30-Sep-02,91
XBOX,EA Sports,20-Jul-02,90
GBA,Vicarious Visions,4-Mar-02,90
PC,Gearbox Software,28-Mar-02,90
GC,Visual Concepts,20-Mar-02,90
XBOX,Neversoft Entertainment,23-Oct-02,90
PS2,Free Radical Design,9-Oct-02,90
GC,EA Sports,27-Oct-02,90
PC,Irrational Games,24-Mar-02,90
XBOX,Visual Concepts,27-Feb-02,90
PC,Raven Software,26-Mar-02,89
PC,Ensemble Studios,1-Nov-02,89
PC,Bethesda Softworks,1-May-02,89
PS2,Treyarch,10-Nov-02,89
XBOX,Treyarch,19-Nov-02,89
PS2,Visual Concepts,8-Oct-02,89
PC,Papyrus,14-Feb-02,89
PS2,Black Box,1-Oct-02,89
PC,Big Time Software,29-Oct-02,89
PC,Digital Illusions,10-Sep-02,89
PC,EA Sports,12-Aug-02,89
PS2,Visual Concepts,12-Jan-02,89
GC,Treyarch,11-Dec-02,89
PC,Creative Assembly,19-Aug-02,88
PC,Illusion Softworks,27-Aug-02,88
PS2,EA LA,28-May-02,88
XBOX,EA Sports,27-Oct-02,88
GBA,Quest,11-May-02,88
XBOX,EA Canada,12-Nov-02,88
PS2,Insomniac Games,4-Nov-02,88
PS2,EA Sports,27-Oct-02,88
GC,Free Radical Design,16-Oct-02,88
XBOX,Smilebit,25-Feb-02,88
GC,EA Sports,17-Feb-02,88
PS2,EA Canada,14-Nov-02,88
GC,"Z-Axis, Ltd.",31-Jul-02,88
PC,EA Sports,13-Jun-02,88
XBOX,Free Radical Design,17-Oct-02,88
GC,Amusement Vision,25-Aug-02,87
XBOX,Bethesda Softworks,6-Jun-02,87
GBA,KCET,16-Sep-02,87
PC,Io Interactive,1-Oct-02,87
XBOX,Digital Illusions,4-Mar-02,87
XBOX,Day 1 Studios,11-Nov-02,87
XBOX,Visual Concepts,9-Jan-02,87
GC,Nintendo,15-Sep-02,87
XBOX,KCEJ,4-Nov-02,87
XBOX,Visual Concepts,9-Oct-02,87
PC,Out Of The Park Developments,28-Feb-02,87
GBA,Sonic Team,3-Feb-02,87
GC,EA Canada,14-Nov-02,86
PS2,KCET,24-Oct-02,86
PC,Gas Powered Games,31-Mar-02,86
PS2,Sucker Punch,23-Sep-02,86
PS2,Criterion Games,30-Sep-02,86
PC,Digital Extremes,30-Sep-02,86
PC,Triumph Studios,12-Jun-02,86
GBA,Delphine Software International,5-Dec-02,86
PS2,"Z-Axis, Ltd.",28-May-02,85
PS2,Io Interactive,1-Oct-02,85
XBOX,"Z-Axis, Ltd.",29-Jul-02,85
XBOX,Blueshift,19-May-02,85
PS2,SquareSoft,16-Sep-02,85
GBA,Vicarious Visions,28-Oct-02,85
PS2,Clap Hanz,11-Mar-02,85
GC,Sonic Team,29-Oct-02,85
PS2,KCET,28-Oct-02,85
GC,EA Sports,19-Sep-02,85
PC,Croteam,4-Feb-02,85
PC,Mythic Entertainment,2-Dec-02,85
GC,Monster Games Inc.,27-Nov-02,85
PC,Firaxis Games,23-Jan-02,84
PC,Eagle Dynamics,26-Mar-02,84
PS2,3DO,9-Feb-02,84
PS2,Capcom,11-Feb-02,84
XBOX,Io Interactive,30-Sep-02,84
PC,New World Computing,29-Mar-02,84
XBOX,Climax Group,19-May-02,84
PS2,Volition Inc.,15-Oct-02,84
PC,Strategy First,22-Jan-02,84
GC,Black Box,18-Mar-02,84
PS2,Monster Games Inc.,11-Nov-02,84
PS2,EA Sports,29-Sep-02,84
GBA,Sonic Team,11-Feb-02,84
GC,Visual Concepts,7-Oct-02,84
PS,Konami,25-Apr-02,84
XBOX,Kush Games,2-Dec-02,84
XBOX,Red Storm Entertainment,11-Nov-02,84
XBOX,EA Sports,19-Sep-02,84
PS2,Capcom,28-Aug-02,84
GC,Flagship,10-Nov-02,83
GBA,Altron,8-Oct-02,83
PS2,Hitmaker,31-Jul-02,83
XBOX,Digital Extremes,24-Sep-02,83
XBOX,Snowblind Studios,22-Oct-02,83
PS2,Tecmo,25-Nov-02,83
PC,eGames,14-Sep-02,83
XBOX,Capcom,28-Jan-02,83
PC,EA Canada,2-Nov-02,83
PC,Black Isle Studios,26-Aug-02,83
GBA,Crawfish Interactive,1-Dec-02,83
PS2,EA Canada,8-Oct-02,83
PC,Headgate,24-Feb-02,83
PS2,Kush Games,2-Dec-02,83
PC,Jaleco Entertainment,25-Nov-02,83
XBOX,Capcom,21-Nov-02,83
